EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class,Expense_Ratio,Savings_Ratio,Investment_Ratio,EMI_Ratio,Disposable_Income,Financial_Cushion,Debt_Burden_Index,Investment_to_Savings_Ratio,Financial_Health
EMP06391,Ashish Tomar,24,0,Sales,46800,673,2808,1046,1732,40541,0,4247,0,3814,2473,10534,10903,3227,Medium,0.2598357218618189,0.268937618706988,0.0795984312177795,0.0,30007,1.04,0.0,0.296,1
EMP06392,Shubham Pillai,53,28,HR,70000,2000,4200,1904,1806,60090,0,7475,11296,2412,1231,22414,21159,2882,Medium,0.3730071559327675,0.3521218172740888,0.0479613912464636,0.1879846896322183,37676,0.94,0.161,0.136,1
EMP06393,Hemant Saxena,40,11,Data Science,129225,9384,7754,3062,1340,107685,0,12399,29566,2364,2171,46500,34465,4459,Medium,0.4318150160189441,0.320053860797697,0.041407809815666,0.2745600594326043,61185,0.74,0.229,0.129,1
EMP06394,Kavya Pawar,27,4,Marketing,53352,1001,3201,859,1079,47212,8468,6071,0,1155,1393,17087,19187,1747,High,0.3619206981275947,0.4064009150216047,0.0370033042446835,0.0,30125,1.12,0.0,0.091,2
EMP06395,Deepak Tayal,22,1,Sales,48227,745,2894,981,1400,42207,0,3905,0,3530,1934,9369,9911,11118,High,0.2219773971142227,0.234818868908001,0.2634160210391641,0.0,32838,1.06,0.0,1.122,2
EMP06396,Charu Sai Pawar,38,10,Finance,97815,4782,5869,1859,2109,83196,0,13679,18998,5470,4231,42378,15896,5337,Medium,0.5093754507428242,0.1910668782152988,0.0641497187364777,0.2283523246309918,40818,0.38,0.194,0.336,1
EMP06397,Tanvi Pillai,56,38,Product Management,220000,31000,13200,3107,1837,170856,0,29681,37242,20514,10003,97440,18245,10513,Low,0.5703048180924287,0.1067858313433534,0.0615313480357728,0.2179730299199326,73416,0.19,0.169,0.576,0
EMP06398,Pooja Deshmukh,29,7,Marketing,60534,1360,3632,2057,1502,51983,0,6612,16044,3950,3339,29945,8967,3196,Low,0.5760537098666871,0.1724987014985668,0.0614816382278821,0.3086393628686301,22038,0.3,0.265,0.356,0
EMP06399,Aditi Jain,41,26,Sales,85000,3500,5100,2136,1420,72844,0,9886,0,7394,4159,21439,5847,7250,Medium,0.294313876228653,0.0802674207896326,0.0995277579484926,0.0,51405,0.27,0.0,1.24,1
EMP06400,Shivam Khandelwal,37,17,Cyber Security,149366,13207,8962,3824,1778,121595,7642,20048,6405,15508,7689,57292,12023,8648,Medium,0.4711706895842756,0.0988774209465849,0.0711213454500596,0.0526748632756281,64303,0.21,0.043,0.719,1
EMP06401,Priya Singh,24,2,Cyber Security,103046,5457,6183,3876,1184,86346,19708,7336,0,5371,1935,34350,35992,3404,High,0.39781808074491,0.4168345956963843,0.039422787390267,0.0,51996,1.05,0.0,0.095,2
EMP06402,Rohit Lodha,22,1,Customer Support,35000,83,2100,881,1703,30233,0,3633,6957,6202,2604,19396,1330,966,Low,0.6415506234908874,0.0439916647372076,0.0319518407038666,0.2301127906592134,10837,0.07,0.199,0.726,0
EMP06403,Prateek Shinde,32,10,Product Management,159525,15238,9572,3571,1169,129975,0,20424,0,9153,6210,35787,43188,11807,High,0.27533756491633,0.3322792844777842,0.0908405462588959,0.0,94188,1.21,0.0,0.273,2
EMP06404,Pankaj Shetty,28,6,Sales,54740,1070,3284,792,2113,47481,12061,6646,0,1010,2889,22606,1996,590,Medium,0.4761062319664708,0.0420378677786904,0.0124260230407952,0.0,24875,0.09,0.0,0.295,1
EMP06405,Khushi Bhardwaj,37,10,Marketing,66063,1636,3964,1673,1555,57235,0,9140,16674,4730,4189,34733,9046,2742,Medium,0.6068489560583559,0.1580501441425701,0.0479077487551323,0.2913252380536385,22502,0.26,0.252,0.303,1
EMP06406,Abhishek Kumawat,23,1,Marketing,52104,939,3126,1170,1897,44972,11128,7016,0,2343,2588,23075,2149,813,Medium,0.5130970381570755,0.0477852886240327,0.0180779151472027,0.0,21897,0.09,0.0,0.378,1
EMP06407,Rashmi Soni,57,24,Customer Support,59698,1318,3582,1158,1774,51866,0,9581,0,2652,2524,14757,411,1643,Medium,0.2845216519492538,0.0079242663787452,0.0316777850615046,0.0,37109,0.03,0.0,3.988,1
EMP06408,Lakshay Banerjee,43,23,Sales,77949,2795,4677,1799,1137,67541,23384,9671,0,12518,4404,49977,4304,1562,Low,0.7399505485556921,0.0637242563776076,0.0231266934158511,0.0,17564,0.09,0.0,0.363,0
EMP06409,Rupal Reddy,27,7,Finance,87745,3774,5265,1414,1410,75882,16752,10717,6568,2711,2832,39580,24134,2462,Medium,0.5215993252681795,0.3180464405260799,0.0324451121478084,0.086555441343138,36302,0.61,0.075,0.102,1
EMP06410,Dhruv Chopra,40,18,Marketing,83865,3386,5032,1302,1341,72804,20187,9586,5549,5578,4876,45776,1629,100,Medium,0.6287566617218834,0.0223751442228449,0.0013735509037964,0.0762183396516675,27028,0.04,0.066,0.061,1
EMP06411,Kavya Banerjee,43,16,HR,63038,1485,3782,1863,1028,54880,12245,8719,3848,3902,3596,32310,11095,2305,Medium,0.5887390670553936,0.2021683673469387,0.0420007288629737,0.0701166180758017,22570,0.34,0.061,0.208,1
EMP06412,Vikram Mansi Sharma,23,3,Customer Support,35453,106,2127,1090,1569,30561,7812,3746,10127,1775,2122,25582,28,21,Low,0.8370799384836883,0.000916200386113,0.0006871502895847,0.3313700467916626,4979,0.0,0.286,0.724,0
EMP06413,Deepak Behera,40,15,Sales,72395,2240,4344,1828,1390,62593,0,10482,20240,2808,4676,38206,1504,1046,Low,0.610387743038359,0.0240282459699966,0.0167111338328567,0.3233588420430399,24387,0.04,0.28,0.695,0
EMP06414,Manish Komal Rathore,35,9,Finance,93117,4312,5587,1727,1471,80020,8220,8256,0,7698,3929,28103,21027,5458,Medium,0.3511997000749812,0.2627718070482379,0.0682079480129967,0.0,51917,0.75,0.0,0.26,1
EMP06415,Rohan Fernandes,30,3,IT,82063,3206,4924,1238,2011,70684,0,11275,13746,3658,4718,33397,13094,4417,Medium,0.4724831645068191,0.1852470148831418,0.062489389395054,0.1944711674494935,37287,0.39,0.168,0.337,1
EMP06416,Mayank Tiwari,35,6,Sales,55190,1093,3311,1119,2050,47617,16430,8641,0,6127,4284,35482,1249,1720,Low,0.7451540416237898,0.0262301278954995,0.0361215532267887,0.0,12135,0.04,0.0,1.376,0
EMP06417,Neha Nandini Iyer,58,37,IT,150000,13333,9000,3151,2171,122345,0,19003,26984,6675,7940,60602,25807,6795,Medium,0.4953369569659569,0.2109362867301483,0.0555396624300134,0.2205566226654133,61743,0.43,0.18,0.263,1
EMP06418,Parth Maheshwari,37,17,Sales,76971,2697,4618,1575,1283,66798,0,10917,19308,2774,3381,36380,1406,735,Low,0.5446270846432528,0.0210485343872571,0.0110033234527979,0.2890505703763585,30418,0.04,0.251,0.522,0
EMP06419,Kavya Yadav,51,23,Marketing,90000,4000,5400,1978,1926,76696,0,11441,0,2228,3146,16815,30596,5075,Medium,0.2192422029832064,0.3989256284551997,0.0661703348284134,0.0,59881,1.82,0.0,0.166,1
EMP06420,Diya Pawar,25,0,Cyber Security,100629,5094,6038,3666,1902,83929,0,7595,7438,6211,2726,23970,17541,21785,High,0.2855985416244683,0.2089980817119231,0.2595646320103897,0.088622526182845,59959,0.73,0.074,1.242,2
EMP06421,Sumit Malhotra,55,24,Sales,80503,3050,4830,1490,1388,69745,4758,6861,0,4530,2092,18241,10443,19249,Medium,0.2615384615384615,0.1497311635242669,0.2759911104738691,0.0,51504,0.57,0.0,1.843,1
EMP06422,Karan Jindal,53,28,IT,150000,13333,9000,2959,1952,122756,0,15805,0,5857,5483,27145,30126,34825,High,0.2211297207468474,0.2454136661344455,0.2836928541171103,0.0,95611,1.11,0.0,1.156,2
EMP06423,Vikram Sharma,49,19,Operations,82423,3242,4945,1622,1599,71015,0,8242,0,6298,3819,18359,20274,6487,High,0.2585228472857847,0.2854889812011547,0.0913468985425614,0.0,52656,1.1,0.0,0.32,2
EMP06424,Garima Purohit,42,20,Operations,90784,4078,5447,2159,2249,76851,0,12744,16651,5172,4471,39038,13854,3623,Medium,0.5079699678598847,0.1802709138462739,0.0471431731532445,0.2166660160570454,37813,0.35,0.183,0.261,1
EMP06425,Ayush Malhotra,24,0,Sales,45000,583,2700,971,2125,38621,9740,4783,4734,5054,3248,27559,2602,1461,Low,0.7135755159110329,0.0673726728981642,0.0378291603013904,0.1225758007301727,11062,0.09,0.105,0.561,0
EMP06426,Sonia Kulkarni,36,17,Marketing,77778,2778,4667,2084,2317,65932,0,10779,0,3782,4590,19151,17167,6843,High,0.2904659345992841,0.2603743250621853,0.1037887520475641,0.0,46781,0.9,0.0,0.399,2
EMP06427,Saurabh Kumawat,49,19,Data Science,149590,13251,8975,2635,1875,122854,0,17001,31349,13991,7306,69647,9768,8600,Low,0.5669086883617953,0.0795090106956224,0.0700017907434841,0.2551728067462191,53207,0.14,0.21,0.88,0
EMP06428,Ayaan Shukla,48,24,Sales,84357,3436,5061,1531,1652,72677,21782,12534,0,3430,5732,43478,1768,575,Low,0.5982360306561911,0.0243268159114988,0.0079117189757419,0.0,29199,0.04,0.0,0.325,0
EMP06429,Sumit Saini,60,22,Marketing,84749,3475,5085,1643,1734,72812,0,12999,14062,4504,4281,35846,18431,2995,Medium,0.4923089600615283,0.2531313519749492,0.0411333296709333,0.1931275064549799,36966,0.51,0.166,0.162,1
EMP06430,Bhavna Seth,39,9,IT,101654,5248,6099,2630,2074,85603,21504,10649,0,3548,3819,39520,14591,14256,High,0.461666063105265,0.1704496337745172,0.1665362195250166,0.0,46083,0.37,0.0,0.977,2
EMP06431,Avantika Sabharwal,29,7,Data Science,112469,6870,6748,2299,1851,94701,0,13945,0,2187,2418,18550,51722,4926,Medium,0.1958796633615273,0.5461610753846317,0.0520163461843063,0.0,76151,2.79,0.0,0.095,1
EMP06432,Mayank Chatterjee,44,16,Sales,69954,1995,4197,1342,1136,61284,0,9871,16422,1821,5015,33129,1812,715,Low,0.5405815547288036,0.0295672606226747,0.0116669930161216,0.2679655374975523,28155,0.05,0.235,0.394,0
EMP06433,Rohan Bedi,44,22,HR,68852,1885,4131,1774,1973,59089,15434,6464,0,3201,4905,30004,1772,317,Medium,0.5077764050838566,0.0299886611721301,0.0053647887085582,0.0,29085,0.06,0.0,0.179,1
EMP06434,Gaurav Sandhu,30,7,Data Science,109094,6364,6546,3731,1398,91055,6404,12037,10277,5944,4690,39352,16248,18918,Medium,0.4321783537422437,0.1784416012300258,0.2077645379166438,0.112865850310252,51703,0.41,0.094,1.164,1
EMP06435,Deepak Jadhav,22,0,Sales,47042,685,2823,933,1974,40627,10300,5375,1791,2481,3210,23157,1035,664,Medium,0.5699904004725921,0.0254756688901469,0.0163438107662392,0.0440839835577325,17470,0.04,0.038,0.641,1
EMP06436,Harsh Banerjee,45,22,Finance,120866,8130,7252,3419,1759,100306,0,15138,21399,4020,5006,45563,28256,6196,Medium,0.4542400255219029,0.2816980041074313,0.0617709807987558,0.2133371882040954,54743,0.62,0.177,0.219,1
EMP06437,Sneha Narang,50,16,IT,119561,7934,7174,3679,1201,99573,19932,14770,0,5061,4563,44326,13855,20276,Medium,0.4451608367730208,0.1391441455012905,0.2036294979562732,0.0,55247,0.31,0.0,1.463,1
EMP06438,Charu Khurana,25,0,IT,80000,3000,4800,1236,1438,69526,0,8875,2302,6770,3863,21810,18052,6307,High,0.3136955958921842,0.2596438742340994,0.0907142651669878,0.0331099157149843,47716,0.83,0.029,0.349,2
EMP06439,Karan Bhardwaj,33,6,HR,50401,853,3024,1197,2074,43253,0,6124,0,2142,1781,10047,13245,4173,High,0.2322844658173999,0.3062215337664439,0.0964788569578988,0.0,33206,1.32,0.0,0.315,2
EMP06440,Saloni Menon,32,8,IT,97536,4754,5852,1609,1697,83624,0,10290,18596,8497,5243,42626,12336,11628,Medium,0.5097340476418253,0.1475174591026499,0.1390509901463694,0.2223763512867119,40998,0.29,0.191,0.943,1
EMP06441,Vikram Tomar,23,1,HR,42813,474,2569,1199,2077,36494,0,4690,6235,3204,1651,15780,8510,2127,Medium,0.4323998465501178,0.2331890173727188,0.0582835534608428,0.1708500027401764,20714,0.54,0.146,0.25,1
EMP06442,Payal Seth,51,23,Finance,117893,7684,7074,2363,2030,98742,0,18249,24970,7369,6261,56849,17760,4727,Low,0.5757327175872475,0.1798626724190314,0.047872232687205,0.2528812460756314,41893,0.31,0.212,0.266,0
EMP06443,Charu Deepak Patel,53,38,Customer Support,60000,1333,3600,1904,1730,51433,11994,6862,0,1958,1231,22045,16850,2421,High,0.428615869189042,0.3276106779693971,0.0470709466684813,0.0,29388,0.76,0.0,0.144,2
EMP06444,Payal Mittal,37,15,HR,55253,1096,3315,1131,1229,48482,0,7382,12843,2818,2343,25386,8760,2265,Medium,0.5236170124994843,0.1806856152798976,0.0467183697042201,0.2649024380182335,23096,0.35,0.232,0.259,1
EMP06445,Ishaan Shinde,33,9,Operations,61232,1395,3674,1715,2098,52350,10614,7007,0,2471,2256,22348,19938,1703,High,0.4268958930276982,0.3808595988538682,0.032531041069723,0.0,30002,0.89,0.0,0.085,2
EMP06446,Akash Chopra,32,7,Marketing,62745,1471,3765,1827,1523,54159,17837,7053,16116,10885,4257,56148,0,0,Low,1.0367251980280283,0.0,0.0,0.2975682712014623,-1989,0.0,0.257,0.0,0
EMP06447,Rakesh Roy,39,14,HR,59814,1324,3589,1184,1902,51815,11044,6111,3390,3138,2702,26385,5235,8108,High,0.5092154781433947,0.1010325195406735,0.1564797838463765,0.0654250699604361,25430,0.2,0.057,1.549,2
EMP06448,Sonia Singh,43,16,Sales,67821,1782,4069,1777,2099,58094,17999,9420,9289,6660,4288,47656,2280,943,Low,0.8203256790718491,0.039246738045237,0.0162323131476572,0.1598960305711433,10438,0.05,0.137,0.413,0
EMP06449,Parth Verma,54,27,Sales,85000,3500,5100,1676,1366,73358,16575,10357,5248,4414,4640,41234,16047,3835,Medium,0.5620927506202459,0.2187491480138499,0.0522778701709425,0.0715395730527004,32124,0.39,0.062,0.239,1
EMP06450,Shruti Ghosh,39,18,Sales,79974,2997,4798,1829,1231,69119,23396,10639,0,7212,5577,46824,5358,3313,Low,0.677440356486639,0.077518482616936,0.0479318277174148,0.0,22295,0.11,0.0,0.618,0
EMP06451,Rohan Thomas,55,22,HR,65085,1588,3905,1907,2122,55563,16302,10114,0,2097,4745,33258,213,801,Low,0.5985637924518115,0.003833486312834,0.0144160682468549,0.0,22305,0.01,0.0,3.743,0
EMP06452,Karan Verma,24,2,Operations,54207,1044,3252,760,1981,47170,10117,4764,4397,4249,1617,25144,5729,9153,High,0.5330506677973288,0.1214543141827432,0.1940428238287047,0.0932160271358914,22026,0.23,0.081,1.597,2
EMP06453,Reema Purohit,44,27,HR,70000,2000,4200,1485,1443,60872,14641,9733,0,2025,1954,28353,17200,2551,High,0.4657806544881062,0.2825601261663819,0.0419076094099093,0.0,32519,0.61,0.0,0.148,2
EMP06454,Preeti Parth Bagri,56,23,Marketing,90000,4000,5400,2153,1311,77136,20848,13166,7292,6652,4798,52756,11290,2818,Medium,0.6839348682845883,0.1463648620618129,0.0365328769964737,0.0945343289773905,24380,0.21,0.081,0.25,1
EMP06455,Ankit Lakhotia,51,34,Sales,85000,3500,5100,1226,1105,74069,17721,13490,6334,3213,5728,46486,404,1220,Low,0.6276039908733748,0.0054543736245932,0.0164711282722866,0.0855148577677571,27583,0.01,0.075,3.012,0
EMP06456,Abhishek Deshmukh,29,7,HR,46257,646,2775,1159,1901,39776,0,6399,0,2221,1955,10575,14006,2341,High,0.2658638374899437,0.3521218825422365,0.0588545856798069,0.0,29201,1.32,0.0,0.167,2
EMP06457,Vihaan Ahuja,49,22,IT,130763,9614,7846,2950,1916,108437,0,14516,0,2527,2819,19862,47456,8052,High,0.1831662624380977,0.4376366000534872,0.074255097429844,0.0,88575,2.39,0.0,0.17,2
EMP06458,Rajat Saini,51,36,Operations,95000,4500,5700,1494,1683,81623,0,12420,17387,3322,3192,36321,26395,3574,Medium,0.4449848694608137,0.3233769893289882,0.0437866777746468,0.2130159391348026,45302,0.73,0.183,0.135,1
EMP06459,Vihaan Saxena,30,4,Sales,49651,816,2979,1099,1484,43273,10625,4332,0,3662,1616,20235,9913,2912,Medium,0.4676125990802579,0.2290804889885147,0.0672936935271416,0.0,23038,0.49,0.0,0.294,1
EMP06460,Ashish Tarun Singh,35,9,Sales,58205,1244,3492,1026,1465,50978,16535,8542,0,8555,4911,38543,3088,1752,Low,0.7560712464200243,0.0605751500647338,0.0343677664875044,0.0,12435,0.08,0.0,0.567,0
EMP06461,Ankit Khandelwal,25,2,Sales,49330,800,2960,1140,1100,43330,10647,5600,6214,4232,3041,29734,5814,1476,Low,0.6862220170782368,0.1341795522732518,0.0340641587814447,0.1434110316178167,13596,0.2,0.126,0.254,0
EMP06462,Sai Trisha Naidu,37,10,Sales,62209,1444,3733,1780,1769,53483,0,8435,12025,2123,2583,25166,16270,2622,Medium,0.4705420413963315,0.3042088140156685,0.049024923807565,0.2248377989267617,28317,0.65,0.193,0.161,1
EMP06463,Sonia Bagri,57,30,Cyber Security,180000,20000,10800,2337,2144,144719,0,24924,47364,19513,12826,104627,5550,6042,Low,0.72296657660708,0.0383501820769905,0.0417498738935454,0.3272825268278526,40092,0.05,0.263,1.088,0
EMP06464,Anurag Kohli,52,38,Data Science,170000,17500,10200,2390,1630,138280,32980,24530,6232,10055,6391,80188,20921,8924,Medium,0.5798958634654324,0.1512944749783049,0.0645357246167197,0.0450679780156204,58092,0.26,0.037,0.427,1
EMP06465,Ananya Pradhan,49,15,IT,121805,8271,7308,2862,1196,102168,0,16954,25234,19244,6816,68248,5466,5277,Low,0.6679978075326912,0.0535001174536058,0.051650223161851,0.2469853574504737,33920,0.08,0.207,0.965,0
EMP06466,Rajat Dhruv Behera,43,28,Marketing,90000,4000,5400,1280,1912,77408,7207,12197,0,4413,4941,28758,20794,6462,High,0.371511988424969,0.2686285655229433,0.083479743695742,0.0,48650,0.72,0.0,0.311,2
EMP06467,Rajat Pawar,24,1,Customer Support,35000,83,2100,911,1853,30053,9477,3725,0,2386,2231,17819,999,25,Low,0.5929191761221841,0.0332412737497088,0.0008318637074501,0.0,12234,0.06,0.0,0.025,0
EMP06468,Divya George,59,32,IT,150000,13333,9000,3502,2127,122038,0,16280,35632,13057,7574,72543,20762,4358,Low,0.5944296038938691,0.1701273373867156,0.035710188629771,0.2919746308526852,49495,0.29,0.238,0.21,0
EMP06469,Aarav Shukla,46,16,Operations,78527,2853,4712,1390,2109,67463,18284,7311,0,10037,5157,40789,3007,3767,Low,0.6046128989223722,0.0445725805256214,0.0558380149118776,0.0,26674,0.07,0.0,1.252,0
EMP06470,Siddharth Trivedi,39,11,Sales,62640,1465,3758,1453,2375,53589,6211,9437,1781,2622,4167,24218,2216,1147,Medium,0.45192110321148,0.0413517699527888,0.0214036462706898,0.0332344324394931,29371,0.09,0.028,0.517,1
EMP06471,Monika Goel,32,12,IT,104145,5622,6249,3832,1513,86929,17360,11089,11570,4003,3096,47118,26764,3172,Medium,0.5420285520367196,0.3078834451103774,0.0364895489422402,0.1330971252401385,39811,0.57,0.111,0.119,1
EMP06472,Megha Mukherjee,52,26,Marketing,87755,3776,5265,1882,1589,75243,7197,11357,0,2092,5677,26323,3007,543,Medium,0.3498398522121659,0.0399638504578499,0.0072166181571707,0.0,48920,0.11,0.0,0.181,1
EMP06473,Deepak Reddy,47,27,Sales,85000,3500,5100,1899,1657,72844,0,12161,0,6948,5130,24239,7220,6417,Medium,0.3327521827466915,0.0991159189500851,0.0880923617593762,0.0,48605,0.3,0.0,0.889,1
EMP06474,Aditya Reddy,49,15,Marketing,74950,2495,4497,2032,1892,64034,13788,8634,0,3747,3588,29757,10828,10590,High,0.4647062498047912,0.1690976668644782,0.165380891401443,0.0,34277,0.36,0.0,0.978,2
EMP06475,Dhruv Shetty,54,38,IT,150000,13333,9000,2298,1790,123579,25540,18223,0,4984,2536,51283,41442,6881,Medium,0.4149815098034455,0.3353482387784332,0.0556809813965155,0.0,72296,0.81,0.0,0.166,1
EMP06476,Diya Malhotra,49,20,HR,63766,1522,3826,1884,2194,54340,14961,9654,0,2732,3052,30399,1988,945,Medium,0.5594221567905778,0.0365844681634155,0.0173905042326094,0.0,23941,0.07,0.0,0.475,1
EMP06477,Dhruv Kumawat,43,25,Sales,85000,3500,5100,1478,1155,73767,20123,11158,5444,7743,5628,50096,3255,2654,Medium,0.6791112557105481,0.0441254219366383,0.0359781474100885,0.0737999376414928,23671,0.06,0.064,0.815,1
EMP06478,Mansi Chaudhary,34,12,HR,55010,1084,3301,730,1178,48717,0,6270,5743,5793,3368,21174,13462,2736,Medium,0.4346326744257651,0.2763306443336001,0.0561610936634029,0.1178849272327934,27543,0.64,0.104,0.203,1
EMP06479,Aman Rawat,57,36,Operations,95000,4500,5700,1216,1776,81808,8678,10519,9121,2680,1711,32709,25890,3642,Medium,0.3998264228437316,0.316472716604733,0.0445188734598083,0.1114927635439076,49099,0.79,0.096,0.141,1
EMP06480,Mohit Seth,23,1,Data Science,92038,4204,5522,2069,1889,78354,3991,9042,0,7086,3501,23620,20055,8062,High,0.3014523827756081,0.2559537483727697,0.1028920029609209,0.0,54734,0.85,0.0,0.402,2
EMP06481,Payal Vaishnavi Das,46,19,Sales,79824,2982,4789,1807,1894,68352,0,8749,14333,8725,4278,36085,5339,5133,Low,0.5279289559925093,0.0781103698501872,0.075096558988764,0.2096939372659176,32267,0.15,0.18,0.961,0
EMP06482,Rohan Lakhotia,27,2,Cyber Security,97027,4703,5822,1878,1475,83149,0,9922,5459,3372,2779,21532,19362,20139,High,0.2589568124691818,0.2328590842944593,0.2422037547054083,0.065653224933553,61617,0.9,0.056,1.04,2
EMP06483,Ankit Narang,23,3,Data Science,101093,5164,6066,2740,1802,85321,7683,8960,4364,6255,2707,29969,13268,24807,High,0.351249985349445,0.1555068505995007,0.2907490535741494,0.0511480174869024,55352,0.44,0.043,1.87,2
EMP06484,Divya Bhatia,56,30,IT,150000,13333,9000,3888,1706,122073,0,21756,26933,8650,7145,64484,23274,5739,Medium,0.528241298239578,0.1906564105084662,0.0470128529650291,0.2206302786037862,57589,0.36,0.18,0.247,1
EMP06485,Shubham Mukherjee,54,35,Finance,130000,9500,7800,3333,1626,107741,23915,17568,6258,4958,6847,59546,20531,5480,Medium,0.5526772537845388,0.1905588401815464,0.0508627170714955,0.0580837378528136,48195,0.34,0.048,0.267,1
EMP06486,Pooja Jindal,28,6,Customer Support,41131,390,2468,1009,1743,35521,0,5798,0,1174,2103,9075,2217,256,Medium,0.2554826722220658,0.0624137833957377,0.0072070043073111,0.0,26446,0.24,0.0,0.115,1
EMP06487,Palak Prateek Parmar,39,17,Sales,75729,2573,4544,1792,1844,64976,0,7408,0,2830,2288,12526,12494,17348,High,0.1927788721989657,0.1922863826643683,0.2669908889436099,0.0,52450,1.0,0.0,1.388,2
EMP06488,Rohit Chauhan,24,0,Customer Support,35000,83,2100,734,1457,30626,8830,4246,0,1778,2484,17338,792,89,Low,0.566120289949716,0.0258603800692222,0.0029060275582838,0.0,13288,0.05,0.0,0.112,0
EMP06489,Payal Pillai,47,20,HR,68144,1814,4089,1573,959,59709,10754,7115,0,1541,2591,22001,22380,3044,Medium,0.3684704148453332,0.3748178666532683,0.0509805891909092,0.0,37708,1.02,0.0,0.136,1
EMP06490,Shruti Jindal,36,16,Operations,85376,3538,5123,2056,1610,73049,7857,9931,12875,2141,3861,36665,509,1309,Low,0.5019233665074129,0.0069679256389546,0.017919478706074,0.1762515571739517,36384,0.01,0.151,2.567,0
EMP06491,Shubham Sandhu,48,17,Operations,81772,3177,4906,1732,1604,70353,6303,9653,7687,2612,2809,29064,466,949,Medium,0.4131167114408767,0.0066237402811536,0.0134891191562548,0.1092632865691583,41289,0.02,0.094,2.032,1
EMP06492,Deepak Arora,45,16,Customer Support,51987,933,3119,1113,1943,44879,10430,7211,5051,3347,2431,28470,6817,2189,Medium,0.6343724236279774,0.151897323915417,0.0487755966042024,0.1125470710131687,16409,0.24,0.097,0.321,1
EMP06493,Ankit Shetty,50,23,Product Management,205063,26519,12304,3514,1364,161362,0,25079,34884,18598,10752,89313,10343,7243,Low,0.5534946269877666,0.0640981147977838,0.044886652371686,0.2161847275070958,72049,0.12,0.17,0.7,0
EMP06494,Komal Vivaan Porwal,49,27,Sales,85000,3500,5100,1201,1271,73928,0,14329,0,4311,3211,21851,20216,6185,High,0.2955713667352018,0.2734552537604155,0.083662482415323,0.0,52077,0.93,0.0,0.306,2
EMP06495,Lakshay Bohra,36,9,Operations,68334,1833,4100,1309,1981,59111,0,7200,11669,3268,2997,25134,7942,14759,Medium,0.4252000473685101,0.1343573954086379,0.2496828001556394,0.1974082658050109,33977,0.32,0.171,1.858,1
EMP06496,Mansi Singh,41,15,Finance,99343,4934,5961,1769,1622,85057,0,13336,22427,6446,3344,45553,19696,4120,Medium,0.5355585078241649,0.2315623640617468,0.048438106211129,0.2636702446594636,39504,0.43,0.226,0.209,1
EMP06497,Divya Rathore,31,8,IT,98446,4845,5907,2126,2050,83518,22950,14096,0,6301,3568,46915,17104,3554,Medium,0.5617351948083048,0.2047941761057496,0.0425537009985871,0.0,36603,0.36,0.0,0.208,1
EMP06498,Nikhil Malhotra,28,3,Marketing,56080,1137,3365,971,1211,49396,11514,8026,3353,3155,2354,28402,9833,1776,Medium,0.5749858288120495,0.1990647015952708,0.0359543282856911,0.0678799902826139,20994,0.35,0.06,0.181,1
EMP06499,Priya Reddy,24,2,Finance,76869,2687,4612,1469,1149,66952,0,8824,0,6523,3302,18649,19461,5077,Medium,0.278542836659099,0.2906709284263353,0.0758304456924363,0.0,48303,1.04,0.0,0.261,1
EMP06500,Harsh Kohli,28,7,Operations,62706,1469,3762,1656,2137,53682,14037,6154,0,4176,2343,26710,690,590,Medium,0.497559703438769,0.0128534704370179,0.0109906486345516,0.0,26972,0.03,0.0,0.854,1
EMP06501,Namrata Ghosh,34,12,HR,52252,946,3135,1195,1933,45043,0,6494,12739,2529,2206,23968,8794,1930,Medium,0.5321137579646116,0.1952356636991319,0.0428479452967164,0.2828186399662544,21075,0.37,0.244,0.219,1
EMP06502,Palak Mehta,45,22,Finance,125207,8781,7512,3072,1687,104155,0,16671,22097,4994,5082,48844,25994,7292,Medium,0.4689549229513705,0.2495703518794104,0.0700110412366185,0.2121549613556718,55311,0.53,0.176,0.281,1
EMP06503,Nisha Shukla,42,20,Product Management,185834,21458,11150,2874,1397,148955,48508,17149,10592,18987,12742,107978,7026,6711,Low,0.7249034943439294,0.0471686079688496,0.0450538753314759,0.0711087241113087,40977,0.07,0.057,0.955,0
EMP06504,Krishna Thomas,29,2,Finance,71041,2104,4262,2121,1561,60993,0,8010,0,5769,3404,17183,17525,6363,High,0.2817208532126637,0.2873280540389881,0.104323446952929,0.0,43810,1.02,0.0,0.363,2
EMP06505,Manish Arora,23,2,IT,83579,3358,5015,2014,1997,71195,0,7389,12994,6399,3892,30674,17179,4320,Medium,0.4308448627010324,0.2412950347636772,0.0606784184282604,0.1825128169112999,40521,0.56,0.155,0.251,1
EMP06506,Manish Seth,22,3,Finance,73072,2307,4384,1997,1752,62632,13182,7497,0,6147,2254,29080,8471,11273,Medium,0.4642993996679014,0.1352503512581428,0.1799878656277941,0.0,33552,0.29,0.0,1.331,1
