EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class
EMP05878,Pankaj Malhotra,25,2,Data Science,91033,4103,5462,2064,1285,78119,15425,6775,6122,4396,1924,34642,23552,3463,High
EMP05879,Amit Rawat,59,22,Operations,90496,4050,5430,1788,1852,77376,12853,11279,0,2171,2832,29135,24124,4529,High
EMP05880,Ishita Rajput,40,18,Operations,83089,3309,4985,1998,1217,71580,14341,8599,0,3075,3157,29172,21857,3167,High
EMP05881,Nikhil Swati Malhotra,57,35,Finance,130000,9500,7800,2302,2044,108354,0,14775,24961,7774,5514,53024,23147,7690,Medium
EMP05882,Nikhil Chauhan,53,22,Sales,78295,2830,4698,2052,1420,67295,22414,12022,0,10183,5715,50334,1781,1804,Low
EMP05883,Shubham Yash Menon,56,35,Marketing,90000,4000,5400,1497,1813,77290,21144,13914,3862,5224,4275,48419,12036,3345,Medium
EMP05884,Tushar Bagri,43,20,Marketing,85267,3527,5116,1738,978,73908,0,10596,22510,3287,3819,40212,10338,11078,Medium
EMP05885,Sumit Daga,44,15,IT,123122,8468,7387,3702,1705,101860,22342,12579,10113,3829,3737,52600,11271,22110,Medium
EMP05886,Rohan Patel,48,16,Sales,72631,2263,4358,1977,1567,62466,20884,9478,0,7266,5854,43482,2676,2995,Low
EMP05887,Hemant Mukherjee,34,8,Operations,65609,1614,3937,1434,1712,56912,11051,7355,0,1395,2602,22403,19567,3545,Medium
EMP05888,Shreya Shetty,55,38,Cyber Security,180000,20000,10800,3966,2371,142863,0,22979,4837,20204,12361,60381,9293,13816,Medium
EMP05889,Yash Sahu,40,14,Data Science,135189,10371,8111,3262,1820,111625,26646,16016,0,4700,4437,51799,32349,6700,High
EMP05890,Dev Rawat,45,24,HR,66011,1634,3961,1975,1393,57048,0,5604,14839,2715,1216,24374,20022,2006,Medium
EMP05891,Rakesh Banerjee,56,27,Customer Support,59656,1316,3579,781,1209,52771,2899,7693,0,1501,2588,14681,25083,2617,Medium
EMP05892,Vikram Gupta,31,6,IT,94909,4491,5695,1372,1746,81605,0,10016,0,4258,3214,17488,13145,25213,High
EMP05893,Anjali Arora,55,33,Sales,85000,3500,5100,1900,2269,72231,0,12227,19457,11682,6846,50212,5481,3302,Low
EMP05894,Vikram Pillai,60,36,Data Science,170000,17500,10200,3796,1293,137211,30226,20515,0,10133,6257,67131,33175,6200,Medium
EMP05895,Muskan Saini,25,1,IT,84221,3422,5053,1556,1007,73183,15157,7297,0,6936,4106,33496,9852,15892,High
EMP05896,Nisha Rathore,27,3,Finance,75563,2556,4534,1619,1589,65265,0,6786,6421,4908,3147,21262,19445,3873,Medium
EMP05897,Tanvi Jain,27,3,Finance,82343,3234,4941,1358,1843,70967,24171,11060,0,7876,6436,49543,4521,2042,Low
EMP05898,Prachi Khanna,57,31,IT,150000,13333,9000,2782,1921,122964,6339,21765,0,7973,7047,43124,29276,8135,Medium
EMP05899,Nisha Gupta,22,1,IT,85957,3596,5157,1845,1537,73822,21394,8319,0,5174,4539,39426,1172,991,Medium
EMP05900,Riya Nair,36,11,Marketing,69515,1952,4171,1678,1266,60448,0,7465,14192,10320,4453,36430,4839,3796,Low
EMP05901,Abhishek Gupta,54,34,Cyber Security,180000,20000,10800,2736,1154,145310,30761,21489,0,8807,7603,68660,26658,25151,High
EMP05902,Kavya Yadav,47,15,IT,122292,8344,7338,2711,1054,102845,0,15239,0,6650,4455,26344,23844,24294,High
EMP05903,Vivek Dubey,40,17,Operations,76755,2676,4605,2104,1210,66160,16504,11161,0,4661,4172,36498,12734,3186,Medium
EMP05904,Swati Kumawat,52,27,Finance,129548,9432,7773,3679,1304,107360,22455,12609,15322,10751,5820,66957,16811,4737,Medium
EMP05905,Ritika Rahul Tiwari,33,5,Data Science,107424,6114,6445,2699,1478,90688,22343,14064,10644,6086,6085,59222,12965,2786,Low
EMP05906,Sneha Rathore,51,38,Customer Support,60000,1333,3600,1280,1036,52751,0,6095,10654,2709,1033,20491,19728,1913,Medium
EMP05907,Jyoti Saini,50,17,HR,59160,1291,3550,825,1773,51721,5343,5862,6478,3752,2270,23705,18065,1903,Medium
EMP05908,Tarun Mayank Srivastava,33,6,Operations,59387,1303,3563,1016,1865,51640,5755,6533,0,2873,3247,18408,2223,1512,Medium
EMP05909,Priya Sakshi Fernandes,42,15,Marketing,72995,2300,4380,1780,1689,62846,16029,8686,0,4167,2514,31396,13631,3582,Medium
EMP05910,Pooja Bansal,38,9,IT,103834,5575,6230,2868,1463,87698,24319,13665,0,6711,5732,50427,14616,3450,Medium
EMP05911,Shreya Narang,57,31,IT,150000,13333,9000,2759,1073,123835,27198,13940,7295,13284,4837,66554,17489,18227,Medium
EMP05912,Charu Tomar,35,11,IT,105661,5849,6340,3753,1831,87888,0,12436,19329,10508,5596,47869,4460,4320,Low
EMP05913,Rakesh Bansal,35,10,Sales,64663,1566,3880,1736,1160,56321,11528,7783,8978,1392,1789,31470,14662,2272,Medium
EMP05914,Aisha Porwal,32,6,Finance,88735,3874,5324,1752,1489,76296,0,10236,21206,3042,3052,37536,21100,3991,Medium
EMP05915,Sneha Pawar,36,18,Data Science,145279,12389,8717,3706,2189,118278,26089,10363,20993,9441,4537,71423,10907,17739,Medium
EMP05916,Ananya Soni,58,29,Sales,85000,3500,5100,1493,1389,73518,0,10189,21112,3888,4329,39518,15375,3491,Medium
EMP05917,Vidhi Banerjee,37,8,Operations,63515,1509,3811,2024,953,55218,0,8604,14747,3496,1921,28768,7676,10458,Medium
EMP05918,Vikram Iyer,40,13,Finance,99157,4916,5949,2136,1630,84526,6820,11735,14146,3194,1902,37797,30380,3761,Medium
EMP05919,Nitin Pillai,39,11,HR,55768,1122,3346,944,2129,48227,0,8050,12697,2904,2036,25687,8003,2292,Medium
EMP05920,Ishaan Bhatia,51,28,Customer Support,60000,1333,3600,1517,1306,52244,0,9834,15938,2038,4258,32068,797,740,Low
EMP05921,Rakesh Kapoor,59,27,IT,150000,13333,9000,2613,1173,123881,0,21294,42753,8029,6237,78313,17669,6293,Low
EMP05922,Ishaan Tiwari,46,26,Operations,95000,4500,5700,1817,2224,80759,7136,11264,8741,4846,2686,34673,9436,20706,Medium
EMP05923,Muskan Sahu,24,1,Marketing,53222,994,3193,976,1479,46580,0,6108,13123,5303,2771,27305,6983,2406,Low
EMP05924,Tarun Ahuja,39,15,IT,122375,8356,7342,3004,1490,102183,0,8771,19611,6050,2754,37186,37722,6336,Medium
EMP05925,Kartik Patel,34,10,Cyber Security,130016,9502,7801,3917,1865,106931,0,17460,33601,5843,4250,61154,17539,5279,Medium
EMP05926,Monika Das,53,32,HR,70000,2000,4200,1462,964,61374,0,8630,19481,7381,3613,39105,2610,2669,Low
EMP05927,Tanvi Daga,45,22,Operations,92442,4244,5547,1232,1440,79979,0,10641,19776,4993,5886,41296,2270,1216,Low
EMP05928,Siddharth Amit Chaudhary,53,37,Sales,85000,3500,5100,1703,1063,73634,0,11413,22355,3517,1602,38887,23644,2407,Medium
EMP05929,Aisha Saxena,51,36,HR,70000,2000,4200,1947,1530,60323,0,9116,15189,2604,2647,29556,16555,2674,Medium
EMP05930,Garima Shubham Bhardwaj,48,21,IT,134645,10262,8079,3639,892,111773,0,17811,20346,16456,7294,61907,9978,5914,Low
EMP05931,Tarun Sandhu,26,7,Marketing,60816,1374,3649,2150,1962,51681,0,9411,10575,4090,2927,27003,10463,2375,Medium
EMP05932,Shivam Ghosh,49,17,Sales,69312,1931,4159,1991,2315,58916,17329,9397,0,7747,3709,38182,3326,2825,Low
EMP05933,Pallavi Fernandes,59,26,Data Science,170000,17500,10200,3816,2254,136230,0,20946,27536,9176,6233,63891,31833,7600,Medium
EMP05934,Harsh Karan Khurana,53,36,IT,150000,13333,9000,2611,1182,123874,0,22143,0,6211,7848,36202,685,1524,Medium
EMP05935,Manish Banerjee,48,28,Product Management,212857,28857,12771,3646,1853,165730,0,26797,20639,16127,12523,76086,18883,13704,Medium
EMP05936,Ananya Wadhwa,26,7,Product Management,137840,10901,8270,3731,2033,112905,0,9274,25933,7592,4706,47505,22021,17540,Medium
EMP05937,Trisha Shruti Bagri,59,35,IT,150000,13333,9000,2853,1799,123015,26760,13034,0,7258,4085,51137,40897,5843,High
EMP05938,Yash Pawar,50,15,HR,57448,1206,3447,1101,879,50815,12134,8797,2653,2908,2084,28576,7785,2820,Medium
EMP05939,Rishabh Ananya Bhatia,40,15,Data Science,128531,9280,7712,2493,1357,107689,25215,17059,0,6561,7033,55868,20085,6720,Medium
EMP05940,Rajat Mukherjee,34,7,IT,91531,4153,5492,1347,2012,78527,17952,11450,0,4169,3396,36967,18025,4488,Medium
EMP05941,Muskan Jadhav,58,30,Finance,130000,9500,7800,3482,1487,107731,0,16684,37539,3159,4660,62042,30478,3253,Medium
EMP05942,Komal Mehta,37,11,IT,108632,6295,6518,3842,2186,89791,19799,15198,9284,6046,4594,54921,16842,4396,Medium
EMP05943,Yuvraj Diya Das,33,6,Marketing,61214,1394,3673,1315,2016,52816,4869,8330,2037,4014,3698,22948,13701,3703,High
EMP05944,Saloni Yuvraj Roy,46,19,Sales,75372,2537,4522,1464,1921,64928,0,10575,11362,1837,3510,27284,183,1051,Low
EMP05945,Harsh Fernandes,27,2,Sales,47596,713,2856,1197,1343,41487,0,6498,2800,1886,2679,13863,6436,11967,High
EMP05946,Gaurav Rajput,43,18,Finance,107106,6066,6426,2647,1806,90161,0,13014,17131,5834,4021,40000,21340,6083,Medium
EMP05947,Sanya Roy,58,24,Product Management,198474,24618,11908,2225,1516,158207,0,23955,0,10057,7031,41043,43340,18397,High
EMP05948,Namrata Bhatia,26,2,Sales,48114,739,2887,1024,1320,42144,9617,6869,1516,3213,2809,24024,8281,1990,Medium
EMP05949,Mansi Gupta,33,5,IT,87377,3738,5243,1687,1758,74951,15849,10482,0,1604,3379,31314,26998,2837,Medium
EMP05950,Sakshi Rawat,51,33,Data Science,170000,17500,10200,3291,1979,137030,0,17538,40302,3256,3569,64665,46622,6081,Medium
EMP05951,Trisha Mishra,40,9,Customer Support,47036,685,2822,1036,1750,40743,0,6176,7960,3700,2630,20466,8299,2324,Medium
EMP05952,Vaishnavi Mansi Bajaj,34,5,Operations,54356,1051,3261,1042,1804,47198,11478,5053,0,3603,2561,22695,10778,3127,Medium
EMP05953,Yuvraj Suri,46,26,Customer Support,59956,1331,3597,1143,1373,52512,13002,7347,0,2002,2810,25161,16169,1962,Medium
EMP05954,Rohit Iyer,33,11,Marketing,70811,2081,4249,2178,2020,60283,0,9944,2465,10104,4932,27445,4086,3232,Medium
EMP05955,Rakesh Nikhil Mukherjee,23,2,HR,41913,429,2515,981,2027,35961,7664,5859,0,2044,1932,17499,9055,2147,Medium
EMP05956,Vihaan Sabharwal,51,30,Marketing,90000,4000,5400,1993,801,77806,23287,11318,0,11356,7045,53006,4012,2719,Low
EMP05957,Vihaan Sabharwal,34,6,IT,97118,4712,5827,1515,2146,82918,20867,14395,5546,5994,4707,51509,11662,4275,Medium
EMP05958,Aman Sandhu,51,38,IT,150000,13333,9000,2966,1456,123245,29586,20132,0,9131,5241,64090,25196,6813,Medium
EMP05959,Karan Rathore,35,9,Data Science,122134,8320,7328,3950,1621,100915,0,15694,5460,4660,2192,28006,37904,5500,Medium
EMP05960,Tanvi Saini,29,6,Marketing,64931,1580,3896,2026,1122,56307,0,7575,0,2580,3547,13702,3424,1713,Medium
EMP05961,Vivek Chopra,57,24,Operations,95000,4500,5700,1451,1893,81456,19348,10635,0,6855,2826,39664,24600,3631,High
EMP05962,Ankit D'Souza,33,9,Data Science,119170,7876,7150,3782,1940,98422,0,9620,0,13724,6990,30334,12884,8593,Medium
EMP05963,Mohit Abhishek Gill,55,28,Operations,95000,4500,5700,1440,1386,81974,0,11962,15154,2791,1693,31600,31308,4317,Medium
EMP05964,Garima Thomas,33,8,Sales,62331,1450,3740,1340,1381,54420,13724,7663,20973,1092,2299,45751,700,213,Low
EMP05965,Ashish Reddy,22,1,Finance,73176,2318,4391,1646,1300,63521,0,7486,10236,5038,1789,24549,20052,4082,Medium
EMP05966,Ananya Jyoti Naidu,54,27,Marketing,90000,4000,5400,2173,1469,76958,0,11555,20423,2843,4447,39268,3412,962,Low
EMP05967,Saloni Mishra,48,22,Sales,82003,3200,4920,1875,1273,70735,0,9875,23803,1403,3812,38893,2832,230,Low
EMP05968,Parth Solanki,28,4,IT,90906,4091,5454,1856,2182,77323,19292,8652,12981,8465,5556,54946,9340,2228,Low
EMP05969,Karan Verma,55,30,IT,150000,13333,9000,3839,1530,122298,12404,18955,9217,15819,11716,68111,7506,6467,Low
EMP05970,Arjun Bagri,39,13,HR,57531,1210,3452,1125,1118,50626,14014,8145,0,2026,3282,27467,1027,187,Medium
EMP05971,Aditya Mittal,58,30,IT,150000,13333,9000,2372,1427,123868,0,17271,26326,4319,3528,51444,47779,3933,Medium
EMP05972,Atharv Harsh Das,38,12,IT,106412,5962,6385,2334,2198,89533,0,14043,30327,5472,5729,55571,16466,2837,Low
EMP05973,Swati Das,54,22,Data Science,150678,13469,9041,3768,1300,123100,0,19382,30041,3873,2609,55905,36894,6341,Medium
EMP05974,Ayush Goel,35,7,Data Science,110119,6518,6607,3390,1367,92237,26303,13441,14546,14086,6411,74787,2384,1852,Low
EMP05975,Ritika Agarwal,49,19,Sales,79745,2974,4785,1790,1164,69032,7963,10748,0,4626,3273,26610,17393,6110,High
EMP05976,Mayank Sahu,42,23,HR,69014,1901,4141,1649,1934,59389,0,7794,16573,3495,1839,29701,9137,11514,Medium
EMP05977,Ishita Arora,33,7,Customer Support,42293,448,2538,1196,1204,36907,2186,6290,2545,2252,1974,15247,7914,2618,Medium
EMP05978,Mohit Kapoor,49,22,Marketing,88946,3895,5337,1446,1380,76888,0,12979,14200,4273,3652,35104,20855,4117,Medium
EMP05979,Sneha Naidu,47,22,Cyber Security,169610,17402,10177,2262,1771,137998,9382,20621,21723,6521,7702,65949,18439,27568,Medium
EMP05980,Mohit Khandelwal,53,29,Finance,130000,9500,7800,3969,2053,106678,0,12323,0,3113,4785,20221,49897,6418,Medium
EMP05981,Nikhil Suri,59,29,Sales,85000,3500,5100,1707,1526,73167,0,10738,0,10856,4694,26288,7404,4453,Medium
EMP05982,Saloni Verma,53,36,HR,70000,2000,4200,1640,2271,59889,12752,6290,0,5302,3814,28158,12030,3068,Medium
EMP05983,Ayaan Mundra,51,27,Operations,95000,4500,5700,1715,2109,80976,21542,12807,0,3968,3494,41811,12716,14090,High
EMP05984,Ishita Saxena,35,9,Marketing,63904,1529,3834,1466,787,56288,14566,6572,4837,6579,3738,36292,7412,2298,Medium
EMP05985,Bhavna Trivedi,25,2,Cyber Security,105724,5859,6343,3641,1963,87918,19370,10828,0,8772,5317,44287,20389,3754,Medium
EMP05986,Ishita Khanna,37,10,Operations,70117,2012,4207,1266,1442,61190,0,8378,11713,3785,2779,26655,16658,3648,Medium
EMP05987,Kartik Tiwari,27,7,Finance,82559,3256,4954,1631,1473,71245,0,10740,17133,1776,1543,31192,26223,3450,Medium
EMP05988,Akash Swain,29,6,IT,92893,4289,5574,1663,1830,79537,21019,10917,5617,9668,6065,53286,3427,2559,Medium
EMP05989,Ayaan Verma,49,23,Finance,123216,8482,7393,2964,1252,103125,0,14564,24947,4297,4039,47847,37863,2712,Medium
EMP05990,Tarun Reddy,44,17,Sales,70607,2061,4236,1518,1718,61074,0,10293,0,1507,3209,15009,2475,1897,Medium
EMP05991,Manish Bansal,33,8,Customer Support,40404,354,2424,744,1782,35100,9465,4678,1170,3194,2147,20654,5518,1383,Medium
EMP05992,Abhishek Shetty,52,24,Sales,85000,3500,5100,2058,1827,72515,0,8153,19366,13483,5477,46479,4055,2305,Low
EMP05993,Ananya Bhatia,42,15,IT,123477,8522,7409,3481,1873,102192,27472,17367,0,6284,6306,57429,12403,13375,Medium
EMP05994,Manish Patel,34,10,Sales,62262,1446,3736,1320,2072,53688,19686,8715,0,6597,3816,38814,2774,2111,Low
EMP05995,Lokesh Patel,58,27,Marketing,88808,3881,5328,1596,1745,76258,0,12017,16031,4186,4946,37180,17035,3649,Medium
EMP05996,Manish D'Souza,43,20,Marketing,82312,3231,4939,1674,1784,70684,13598,9378,0,3181,2082,28239,25707,3023,Medium
EMP05997,Sonali Yash Arora,51,37,Finance,130000,9500,7800,3025,2097,107578,0,12301,4910,2088,2640,21939,47755,5707,High
EMP05998,Mansi Dubey,46,16,HR,60955,1381,3657,1233,1877,52807,0,7951,16215,6556,4863,35585,3107,2145,Low
EMP05999,Rishabh Saxena,49,19,Finance,115744,7362,6945,2404,1027,98006,19914,14715,6031,2674,4471,47805,32474,2842,High
EMP06000,Ishaan Khandelwal,56,29,Operations,95000,4500,5700,1860,1764,81176,6295,12070,0,6289,4300,28954,21961,5582,Medium
EMP06001,Diya Saxena,56,31,Sales,85000,3500,5100,1662,1094,73644,23713,13763,0,10208,7591,55275,2206,3180,Low
EMP06002,Lakshay Bagri,57,37,Sales,85000,3500,5100,2112,1854,72434,0,10983,19249,4220,4058,38510,13543,4604,Medium
EMP06003,Simran Rohit Wadhwa,52,31,Finance,130000,9500,7800,3393,1166,108141,0,15177,23132,11441,10151,59901,9350,5816,Low
EMP06004,Ritika Mishra,55,33,Sales,85000,3500,5100,1293,1527,73580,0,10469,0,8321,5077,23867,8562,4462,Medium
EMP06005,Mansi Maheshwari,48,16,Sales,70038,2004,4202,2132,1218,60482,0,8459,16403,3451,3028,31341,11197,3476,Medium
EMP06006,Pooja Seth,39,14,Finance,102191,5329,6131,2844,1650,86237,6119,14286,0,2901,3572,26878,4275,1125,Medium
EMP06007,Lakshay Shinde,40,9,Marketing,63170,1492,3790,1631,2187,54070,0,8949,10173,6977,5561,31660,4916,3017,Low
EMP06008,Aditya Khurana,49,20,Marketing,83741,3374,5024,1539,2103,71701,0,11603,21264,3997,2943,39807,13568,3134,Low
EMP06009,Muskan Bohra,52,30,Finance,130000,9500,7800,2830,1251,108619,0,17095,0,5092,2501,24688,52408,5255,Medium
EMP06010,Lakshay Jain,47,16,Sales,69090,1909,4145,1837,937,60262,3663,8202,10441,3614,2349,28269,15665,2498,Medium
EMP06011,Aisha Tayal,30,3,HR,44970,582,2698,723,1208,39759,9534,6156,14845,1152,2643,34330,463,68,Low
EMP06012,Aditya Sabharwal,55,27,Customer Support,60000,1333,3600,2032,1456,51579,15188,5771,0,6347,4522,31828,4734,2406,Medium
EMP06013,Vivek Sandhu,25,1,IT,80000,3000,4800,1721,2341,68138,0,7404,0,4855,3273,15532,2830,2179,Medium
EMP06014,Rajat Jadhav,42,26,Sales,81290,3129,4877,1457,1992,69835,0,11264,0,10582,6310,28156,5272,4951,Medium
EMP06015,Nitin Somani,27,2,IT,83534,3353,5012,2082,1639,71448,16570,9211,0,3286,3942,33009,13365,14495,High
EMP06016,Vikram Lodha,56,28,IT,150000,13333,9000,2547,1207,123913,24997,15994,0,4261,5043,50295,40967,5418,High
EMP06017,Saurabh Suri,51,26,Operations,95000,4500,5700,1409,1619,81772,0,10555,16375,8457,5048,40435,17714,5699,Medium
EMP06018,Deepak Goel,36,12,IT,106650,5998,6399,3162,1854,89237,0,12167,18028,4620,5093,39908,12427,17509,Medium
EMP06019,Aarav Singh,41,28,Sales,85000,3500,5100,2080,1611,72709,21938,11581,7670,9231,6045,56465,3064,1944,Low
EMP06020,Amit Tarun Sahu,38,14,Sales,63175,1492,3790,1636,1826,54431,12173,6693,0,5091,2053,26010,12829,3640,Medium
EMP06021,Divya Shetty,52,28,Marketing,90000,4000,5400,1900,1545,77155,0,8663,17360,9747,4736,40506,8677,5343,Low
EMP06022,Kavya Preeti Mathew,35,9,Marketing,66318,1649,3979,1701,1549,57440,14156,9151,4062,1198,2169,30736,1121,1028,Medium
EMP06023,Riya Chopra,30,2,Marketing,50000,833,3000,1125,1441,43601,0,5708,12262,1836,1970,21776,1478,991,Low
EMP06024,Rashmi Tomar,44,20,Operations,83970,3397,5038,2003,2322,71210,19037,9375,0,5743,3499,37654,12725,4051,Medium
EMP06025,Sakshi Simran Reddy,51,24,Customer Support,55051,1086,3303,1172,1517,47973,0,7697,16220,2882,2598,29397,6745,2669,Low
EMP06026,Lakshay Jadhav,43,28,Finance,130000,9500,7800,3321,955,108424,0,16907,0,8122,5671,30700,37361,8159,Medium
EMP06027,Saloni Khanna,52,35,Sales,85000,3500,5100,1357,2028,73015,5297,11781,0,1838,3329,22245,4414,2140,Medium
EMP06028,Pallavi Pawar,50,25,Customer Support,57475,1207,3448,874,1141,50805,11293,5874,3511,5057,3066,28801,9745,2780,Medium
EMP06029,Prateek Swati Malhotra,48,17,Customer Support,56272,1147,3376,1083,1226,49440,0,6207,8916,1648,961,17732,19768,2966,Medium
EMP06030,Jyoti Gupta,54,24,Sales,84357,3436,5061,2158,2142,71560,0,7476,0,6341,4485,18302,20114,5069,Medium
EMP06031,Monika Chopra,45,27,Marketing,90000,4000,5400,1211,1678,77711,0,11323,20665,7816,6324,46128,6771,2543,Low
EMP06032,Mansi Somani,23,2,Sales,48405,754,2904,709,1666,42372,11712,4194,9654,7547,3607,36714,1140,738,Low
EMP06033,Monika Nagpal,30,5,Customer Support,37557,211,2253,722,1781,32590,6926,3721,5527,1246,1341,18761,9596,1014,Medium
EMP06034,Vihaan Dhruv Srivastava,55,34,Marketing,90000,4000,5400,1898,1798,76904,0,13181,0,5076,3890,22147,21325,6669,High
EMP06035,Nandini Singh,32,7,Finance,80339,3034,4820,1767,1356,69362,3895,9399,2506,2147,2161,20108,30621,3867,Medium
EMP06036,Kavya Jain,57,27,IT,146064,12546,8764,3371,1521,119862,0,17792,0,7744,6690,32226,31339,10037,High
EMP06037,Rupal Chauhan,53,34,Sales,85000,3500,5100,1978,2074,72348,18096,12103,7777,1895,2089,41960,20839,1941,Medium
EMP06038,Rohan Ananya Wadhwa,42,18,Cyber Security,161955,15724,9717,3342,1338,131834,45325,21703,0,24228,13729,104985,2779,4681,Low
EMP06039,Vidhi Mohit Tomar,55,22,IT,134761,10286,8086,2736,1340,112313,0,16818,24759,8516,5914,56007,20793,5649,Medium
EMP06040,Vihaan Saini,60,23,Data Science,155978,14529,9359,3733,1050,127307,0,19286,41980,18975,9529,89770,4168,4503,Low
EMP06041,Bhavna Kulkarni,60,38,Operations,95000,4500,5700,1998,1739,81063,0,11463,18665,2181,2897,35206,24434,4367,Medium
EMP06042,Gaurav Kartik Behera,25,1,Customer Support,38016,234,2281,880,2312,32309,0,4407,0,3615,2134,10156,9560,2941,High
EMP06043,Deepak Pillai,36,13,Sales,63977,1532,3839,1622,2253,54731,0,7905,18019,9015,4627,39566,3338,1733,Low
EMP06044,Mayank Tiwari,27,5,Finance,78238,2824,4694,2156,2006,66558,15689,9965,0,5065,3669,34388,15330,4119,Medium
EMP06045,Sanya Jain,40,15,Operations,81932,3193,4916,1883,1573,70367,19219,10598,0,1789,2757,34363,1097,570,Medium
EMP06046,Prachi Patel,58,26,Sales,85000,3500,5100,1316,1265,73819,0,10616,19947,3143,3380,37086,2867,1021,Low
EMP06047,Sai Mittal,53,31,HR,70000,2000,4200,1855,1666,60279,0,9087,0,4215,4193,17495,18372,5754,High
EMP06048,Riya Sanya Rathore,40,9,Product Management,151466,13627,9088,2551,1499,124701,41428,14686,0,18809,9217,84140,7980,5769,Medium
EMP06049,Mohit Jyoti Khanna,58,33,Data Science,170000,17500,10200,3285,1209,137806,0,18014,0,3003,3902,24919,72969,6563,Medium
EMP06050,Deepak Rathore,50,17,Operations,78080,2808,4685,1411,1800,67376,20863,10556,3239,10800,5227,50685,4121,1683,Low
EMP06051,Sonali George,52,38,IT,150000,13333,9000,3016,1851,122800,0,13595,26141,6032,6352,52120,15736,31695,Medium
EMP06052,Lokesh Siddharth Das,25,1,Sales,45000,583,2700,758,2025,38934,8422,3598,0,3699,1235,16954,5597,7677,High
EMP06053,Ashish Somani,39,18,Marketing,78603,2860,4716,1638,1828,67561,20782,10423,0,11276,5290,47771,4075,2630,Low
EMP06054,Rakesh Mohanty,32,5,IT,97339,4734,5840,1718,1711,83336,0,10307,0,7859,5740,23906,25508,7894,High
EMP06055,Kunal Somani,24,1,Finance,70733,2073,4244,1948,1646,60822,5492,6018,0,4593,1980,18083,9243,19956,High
EMP06056,Payal D'Souza,51,23,Marketing,90000,4000,5400,1995,2225,76380,0,11072,20037,10972,7512,49593,3852,4100,Low
EMP06057,Akash More,49,21,Product Management,197638,24410,11858,3308,1639,156423,0,29890,48836,25259,10403,114388,5424,6372,Low
EMP06058,Lokesh Jindal,23,3,Customer Support,39260,296,2356,1027,1859,33722,0,3737,10583,2335,1962,18617,1423,276,Low
EMP06059,Vihaan Arora,57,29,IT,148557,13045,8913,2698,2051,121850,0,16031,39405,21145,9089,85670,8272,5017,Low
EMP06060,Harsh Gill,36,9,IT,107916,6187,6475,2724,1898,90632,0,13003,30737,13236,7212,64188,4711,2387,Low
EMP06061,Komal Trisha Solanki,26,4,Sales,55047,1086,3303,985,2005,47668,13184,5428,0,6266,3498,28376,2086,2590,Low
EMP06062,Sanya Vikram Bedi,49,18,Data Science,144684,12270,8681,2718,1797,119218,29512,16326,0,7892,4681,58411,28793,6561,Medium
EMP06063,Jyoti Mohanty,35,7,Marketing,61488,1408,3689,1767,1577,53047,0,9312,0,8067,4102,21481,7716,4459,Medium
EMP06064,Prachi More,49,26,Customer Support,57022,1184,3421,1148,1232,50037,0,8868,0,1044,3825,13737,503,399,Medium
EMP06065,Megha More,34,8,Operations,67447,1745,4047,1904,2036,57715,0,7072,12373,5428,3111,27984,13546,3846,Medium
EMP06066,Jyoti Atharv Mishra,56,36,Operations,95000,4500,5700,1980,1000,81820,0,13456,20683,2273,6067,42479,1481,341,Low
EMP06067,Lakshay Chatterjee,38,16,Sales,71654,2165,4299,1790,1774,61626,4112,9009,0,8640,5747,27508,7911,3783,Medium
EMP06068,Shivam Khurana,47,21,Cyber Security,167547,16887,10053,2269,1152,137186,0,25789,0,11163,7265,44217,43853,9130,Medium
EMP06069,Rajat Rathore,34,11,IT,101877,5282,6113,2788,1624,86070,21237,12646,0,7632,4489,46004,14864,5910,Medium
EMP06070,Muskan Shetty,44,24,IT,142494,11832,8550,2790,1949,117373,0,17739,31782,8095,7834,65450,24203,5658,Low
EMP06071,Mayank Behera,28,7,Finance,88412,3841,5305,1937,1289,76040,28514,11727,0,14043,6946,61230,3057,1782,Low
EMP06072,Sanya D'Souza,30,3,Customer Support,39354,301,2361,869,2044,33779,1921,4803,0,1793,1650,10167,1249,980,Medium
EMP06073,Varun Trisha Bansal,24,3,Marketing,53791,1023,3227,949,1240,47352,0,5145,0,4865,2610,12620,16818,3739,Medium
EMP06074,Pankaj Reddy,52,33,Marketing,90000,4000,5400,2108,1890,76602,0,11694,0,8234,6587,26515,8121,6178,Medium
EMP06075,Shreya Naidu,49,19,Finance,113049,6957,6783,3500,1466,94343,27867,15912,11283,7079,6367,68508,9463,2838,Low
EMP06076,Ayaan Shreya Chaudhary,39,11,Data Science,124657,8699,7479,2277,1878,104324,26514,15372,0,7245,6695,55826,19671,6354,Medium
EMP06077,Ritika Tomar,60,34,Sales,85000,3500,5100,1548,1004,73848,5068,11774,3171,13006,4513,37532,5814,4475,Medium
EMP06078,Deepak Iyer,28,3,Data Science,92924,4292,5575,2143,1786,79128,17276,7236,10488,7377,3745,46122,9412,12004,Medium
EMP06079,Prateek Tayal,22,3,Data Science,101084,5163,6065,3923,2238,83695,19257,8026,7235,6806,2699,44023,13872,14053,High
